municipio,actividad_principal,codigo_ciiu,cargo_del_solicitante,clasificación_de_la_empresa,sector_económico
medellin,expendio a la mesa de comidas preparadas.,i.56.561.5611,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,artes plásticas y visuales.,r.90.900.9005,julian toro,pequeña,arte
medellin,mantenimiento y reparación especializado de maquinaria y equipo.,c.33.331.3312,gerente,pequeña,equipos
medellin,"procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos.",c.10.102.,gerente,pequeña,"agricultura, caza, ganaderia, pesca y silvicultura"
envigado,expendio a la mesa de comidas preparadas.,i.56.561.5611,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,"mantenimiento y reparación de computadores, efectos personales y enseres domésticos.",s.95.,secretaria,pequeña,comunicaciones
medellin,"comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores.",g.47.473.4732,administrador,pequeña,transporte y almacenamiento
medellin,enseñanza deportiva y recreativa.,p.85.855.8552,gerente,pequeña,deporte
medellin,"comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados.",g.47.472.4723,administrador,pequeña,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,actividades veterinarias.,m.75..,médica veterinaria,pequeña,salud
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,alojamiento y servicios de comida.,i.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de otros servicios de comidas.,i.56.562.5629,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,construcción,f.,talento humano,pequeña,construccion
medellin,comercio al por mayor especializado de otros productos.,g.46.466.,coordinadora de gestión humana,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de productos alimenticios.,g.46.463.4631,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,artes plásticas y visuales.,r.90.900.9005,artesano,pequeña,industria manufacturera
medellin,comercio al por mayor de productos alimenticios.,g.46.463.4631,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de productos alimenticios.,g.46.463.4631,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir).,g.46.464.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de administración empresarial.,m.70.701.,directora general,mediana,"servicios comunales, sociales y personales"
medellin,construcción de proyectos de servicio público.,f.42.422.,analista de recursos humanos,grande,construccion
medellin,actividades inmobiliarias realizadas con bienes propios o arrendados.,l.68.681.,dueña,pequeña,actividades inmobiliarias
medellin,formación académica no formal.,p.85.855.8551,recepcionista,pequeña,formación
medellin,comercio al por menor de otros artículos domésticos en establecimientos especializados.,g.47.475.4759,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos deportivos, en establecimientos especializados.",g.47.476.4762,adminsitrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor no especializado.,g.46.469.,auxiliar administrativo,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de otros productos n.c.p.,g.46.466.4669,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio de motocicletas y de sus partes, piezas y accesorios.",g.45.454.4541,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de combustible para automotores.,g.47.473.4731,lider de gestion humana,grande,combustibl
medellin,gestión de instalaciones deportivas.,r.93.931.9311,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,recolección de desechos no peligrosos.,e.38.381.3811,gerente,pequeña,recoleccio
medellin,"aserrado, acepillado e impregnación de la madera.",c.16.161.,gestion humana,pequeña,aserradero
medellin,elaboración de productos alimenticios.,c.10.,administrador,pequeña,alimentos
medellin,actividades inmobiliarias,l.,administrador,mediana,actividades inmobiliarias
girardota,actividades de otras asociaciones.,s.94.949.,coordinador administrativo,mediana,mecanica m
medellin,manipulación de carga.,h.52.522.5224,asistente seleccion,mediana,transporte y almacenamiento
itagui,actividades de limpieza.,n.81.812.,jefe talento humano,mediana,lavanderia
medellin,acuicultura.,a.03.032.,administrador,pequeña,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,confección de prendas de vestir.,c.14.,administrador,pequeña,industria manufacturera
medellin,actividades inmobiliarias,l.,administrador,pequeña,actividades inmobiliarias
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,administradora,pequeña,salud
medellin,actividades inmobiliarias,l.,coordinador general,pequeña,actividades inmobiliarias
medellin,formación académica no formal.,p.85.855.8551,representante legal,pequeña,formación
medellin,actividades de apoyo terapéutico.,q.86.869.8692,recursos humanos,pequeña,ips
medellin,actividades inmobiliarias,l.,presidente,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de electrodomésticos y gasodomésticos de uso doméstico, muebles y equipos de iluminación.",g.47.475.4754,auxiliar administrativa,mediana,"comercio, hoteles y restaurantes"
medellin,"fabricación de muebles, colchones y somieres.",c.31.,auxiliar administrativa,pequeña,industria manufacturera
medellin,"actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas).",j.62.620.6201,dueño,pequeña,desarrollo
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,sub gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,"otras actividades profesionales, científicas y técnicas.",m.74.,gerente general,pequeña,consultori
medellin,"otras actividades profesionales, científicas y técnicas.",m.74.,director administrativo,pequeña,otro
medellin,"comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores.",g.45.453.,tramitadora,pequeña,"comercio, hoteles y restaurantes"
medellin,alojamiento y servicios de comida.,i.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,información y comunicaciones,j.,directora administra,pequeña,comunicaciones
la ceja,"fabricación de muebles, colchones y somieres.",c.31.,analista administrativa,grande,industria manufacturera
medellin,"comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados.",g.47.474.4742,asistente,pequeña,comunicaciones
medellin,actividades de las agencias de viajes y operadores turísticos.,n.79.791.,directora,mediana,"comercio, hoteles y restaurantes"
medellin,otras actividades de tecnologías de información y actividades de servicios informáticos.,j.62.620.6209,administradora,pequeña,comunicaciones
medellin,"comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados.",g.47.474.4742,director comercial,pequeña,"comercio, hoteles y restaurantes"
medellin,otros tipos de expendio de comidas preparadas n.c.p.,i.56.561.5619,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,otras actividades de servicio de apoyo a las empresas n.c.p.,n.82.829.8299,asistente recursos humanos,mediana,otras
medellin,mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.,c.33.331.3319,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de juegos de azar y apuestas.,r.92.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,expendio de bebidas alcohólicas para el consumo dentro del establecimiento.,i.56.563.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"actividades de las agencias de viajes, operadores turísticos, servicios de reserva y actividades relacionadas.",n.79.,jefe administrativo,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,administrador,pequeña,industria manufacturera
medellin,alojamiento.,i.55.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades teatrales.,r.90.900.9006,gerente,pequeña,"servicios comunales, sociales y personales"
medellin,actividades de telecomunicaciones alámbricas.,j.61.611.,administrador,pequeña,"comercio, hoteles y restaurantes"
la estrella,"comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados.",g.47.472.,jefe de gestion humana,pequeña,"comercio, hoteles y restaurantes"
medellin,elaboración de productos alimenticios.,c.10.,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,otras actividades de servicios,s.,ejecutiva de ventas,mediana,"servicios comunales, sociales y personales"
medellin,otras actividades de servicios,s.,gestion humana,pequeña,"servicios comunales, sociales y personales"
medellin,acabado de productos textiles.,c.13.131.1313,propietaria,pequeña,industria manufacturera
sabaneta,actividades de centros de llamadas (call center).,n.82.822.,gestión humana,mediana,comunicaciones
medellin,otras actividades de servicios,s.,talento humano,pequeña,"servicios comunales, sociales y personales"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,"comercio, hoteles y restaurantes"
sabaneta,"fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador.",c.20.202.2023,gerente,pequeña,industria manufacturera
medellin,fabricación de productos de caucho y de plástico.,c.22.,administradora,pequeña,industria manufacturera
medellin,comercio al por menor de otros productos en establecimientos especializados.,g.47.477.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,fabricación de productos de caucho y de plástico.,c.22.,vendedora,mediana,industria manufacturera
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,empleada,pequeña,"comercio, hoteles y restaurantes"
medellin,fabricación de productos de caucho y de plástico.,c.22.,vendedor,mediana,industria manufacturera
medellin,comercio al por menor de productos textiles en establecimientos especializados.,g.47.475.4751,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,fabricación de artículos en plástico n.c.p.,c.22.222.2229,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de productos textiles en establecimientos especializados.,g.47.475.4751,vendedora,mediana,"comercio, hoteles y restaurantes"
medellin,"curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles.",c.15.,administrador,mediana,industria manufacturera
